run_id,model_id,fraction_code,seed,domain,class_index,class_name,positive_count,negative_count,average_precision,recall_at_0_5,recall_at_source_v_threshold,f1_at_0_5,f1_at_source_v_threshold,ece_15bin,in_c_source
week5-m0-f01-seed17,M0,01,17,Finland,12,Mixed forest,2082,1918,0.5839082264145128,0.5393852065321806,0.521133525456292,0.5910526315789474,0.5800588078053996,0.3080894814613263,True
week5-m0-f01-seed17,M0,01,17,Finland,13,"Moors, heathland and sclerophyllous vegetation",26,3974,0.0053324300008448155,0.0,0.0,0.0,0.0,0.03886690990799061,True
week5-m0-f01-seed17,M0,01,17,Finland,14,Natural grassland and sparsely vegetated areas,2,3998,0.002195240113849694,0.0,0.0,0.0,0.0,0.06356671999337665,True
week5-m0-f01-seed17,M0,01,17,Finland,15,Pastures,3,3997,0.000891572895791963,1.0,1.0,0.001978891820580475,0.0019973368841544607,0.706533364659796,True
week5-m0-f01-seed17,M0,01,17,Finland,16,Permanent crops,1,3999,0.0008136696501220504,0.0,0.0,0.0,0.0,0.008789229539659497,True
week5-m0-f01-seed17,M0,01,17,Finland,17,"Transitional woodland, shrub",1574,2426,0.49932842635357405,0.5050825921219823,0.4764930114358323,0.5252725470763132,0.5105513955071477,0.2142387518741672,True
week5-m0-f01-seed17,M0,01,17,Finland,18,Urban fabric,116,3884,0.038070899933111906,0.5172413793103449,0.45689655172413796,0.08995502248875563,0.08392715756136183,0.3765957878274162,True
week5-m0-f01-seed17,M0,01,17,Portugal,0,Agro-forestry areas,1408,2592,0.37331187426902185,0.0,0.0,0.0,0.0,0.34699688328966155,False
week5-m0-f01-seed17,M0,01,17,Portugal,1,Arable land,1646,2354,0.4842437320794819,0.9100850546780073,0.8906439854191981,0.6241666666666666,0.6223731691785184,0.2996672468689176,True
week5-m0-f01-seed17,M0,01,17,Portugal,2,"Beaches, dunes, sands",46,3954,0.013588102356165878,0.021739130434782608,0.021739130434782608,0.01098901098901099,0.012195121951219513,0.061369046622640006,False
