run_id,model_id,fraction_code,seed,domain,sample_count,supported_map,all_class_map,macro_f1_at_0_5,micro_f1_at_0_5,macro_f1_at_source_v_threshold,micro_f1_at_source_v_threshold,source_v_threshold,binary_brier_score,macro_classwise_ece_15bin,mgrs_group_count,block_12km_count,country_count,quarter_count
week5-m0-f100-seed17,M0,100,17,Portugal,4000,0.3474475240828975,0.3218792200787382,0.2558713711026238,0.31582403151674326,0.2836956426048923,0.35951247074017273,0.35,0.15009398168799587,0.137568856491512,3,286,1,4
week5-m0-f100-seed17,M0,100,17,OOD,8000,0.3640790362086314,,,,,,0.35,,,24,1298,2,4
week5-m1-f01-seed17,M1,01,17,I,3000,0.354233428005121,0.3373189611247518,0.3526170349682504,0.5075233834892232,0.34877956296911405,0.5157778187857538,0.7,0.16407393474969476,0.16688112051772433,8,193,5,4
week5-m1-f01-seed17,M1,01,17,Finland,4000,0.27848497217038404,0.2477388749266016,0.24465090112943255,0.41410361717015,0.23438259907482703,0.40832959215388337,0.7,0.198055867164358,0.2173728847328883,21,1012,1,4
week5-m1-f01-seed17,M1,01,17,Portugal,4000,0.2965349640019025,0.2880320957757908,0.28101039835253167,0.38662569274814174,0.2725419543522219,0.37864193126412177,0.7,0.2468356455227938,0.26336205792780537,3,286,1,4
week5-m1-f01-seed17,M1,01,17,OOD,8000,0.28750996808614326,,,,,,0.7,,,24,1298,2,4
week5-m1-f10-seed17,M1,10,17,I,3000,0.4898771178501664,0.4547745522663498,0.411230958218195,0.589640557053999,0.3913001847458689,0.585362976941676,0.6,0.09612781073219881,0.08018358489999294,8,193,5,4
week5-m1-f10-seed17,M1,10,17,Finland,4000,0.37563338372799837,0.33437974247112584,0.24679353956481778,0.44680851063829785,0.2376562586776636,0.433717834960071,0.6,0.13469643207219922,0.15057608628544328,21,1012,1,4
week5-m1-f10-seed17,M1,10,17,Portugal,4000,0.3655181504366369,0.3459305564050969,0.2944120533452937,0.37983662084080494,0.27819716326081584,0.3689462997364669,0.6,0.16045017197043934,0.1545414783347844,3,286,1,4
week5-m1-f10-seed17,M1,10,17,OOD,8000,0.37057576708231765,,,,,,0.6,,,24,1298,2,4
week5-m1-f100-seed17,M1,100,17,I,3000,0.5687030250598065,0.5114095906753536,0.4484619990452578,0.643069798213695,0.47398398935658087,0.6472840259668202,0.3,0.06955387690359002,0.04406457675336308,8,193,5,4
week5-m1-f100-seed17,M1,100,17,Finland,4000,0.39067130885025103,0.3479750316313883,0.28447056002363635,0.5606952621250351,0.3243500103745341,0.5914042204092794,0.3,0.07783554662633424,0.07705110396427699,21,1012,1,4
week5-m1-f100-seed17,M1,100,17,Portugal,4000,0.37618975137330196,0.3493476459051941,0.25625850347683,0.2879255495940364,0.29974065832923347,0.358641998568145,0.3,0.15098175497924762,0.14223794486540084,3,286,1,4
week5-m1-f100-seed17,M1,100,17,OOD,8000,0.3834305301117765,,,,,,0.3,,,24,1298,2,4
week5-m2-f01-seed17,M2,01,17,I,3000,0.3109135787049099,0.2772661944733416,0.2725318993014516,0.46662963991483847,0.2696336074696068,0.4647532240861049,0.5499999999999999,0.13891123114886708,0.1318067665445158,8,193,5,4
week5-m2-f01-seed17,M2,01,17,Finland,4000,0.21587718145933402,0.1922427117383515,0.1830916489579525,0.37141738170683947,0.18002216447625227,0.37136983741356755,0.5499999999999999,0.16581502278813717,0.18466266763161088,21,1012,1,4
week5-m2-f01-seed17,M2,01,17,Portugal,4000,0.2536989560179892,0.23690335719111383,0.2130617609971323,0.38632422705709146,0.20777869955514988,0.3815416522640857,0.5499999999999999,0.1772220133112926,0.1844466806021831,3,286,1,4
week5-m2-f01-seed17,M2,01,17,OOD,8000,0.2347880687386616,,,,,,0.5499999999999999,,,24,1298,2,4
week5-m2-f10-seed17,M2,10,17,I,3000,0.36560023829601274,0.3259831819849946,0.30244870872131124,0.49849267872523684,0.3277212036798287,0.5040328155966263,0.35,0.11172647996478415,0.09311538427887933,8,193,5,4
week5-m2-f10-seed17,M2,10,17,Finland,4000,0.24562826165854323,0.2189058028912098,0.17783084326103027,0.3163773706203793,0.2084562837913334,0.36528629856850714,0.35,0.14787716388678204,0.18017003680321522,21,1012,1,4
week5-m2-f10-seed17,M2,10,17,Portugal,4000,0.2861701715163936,0.2642793936490733,0.20584667445819083,0.3716517857142857,0.22899258852142365,0.3867471185460852,0.35,0.14702429500848074,0.13912747521128577,3,286,1,4
week5-m2-f10-seed17,M2,10,17,OOD,8000,0.2658992165874684,,,,,,0.35,,,24,1298,2,4
week5-m2-f100-seed17,M2,100,17,I,3000,0.5082405564583746,0.45351873955092104,0.4051633516399119,0.620591286307054,0.4207375901477619,0.6224495531448485,0.35,0.07591842644738818,0.046801296530985505,8,193,5,4
week5-m2-f100-seed17,M2,100,17,Finland,4000,0.30373366251620926,0.2704446430889702,0.23706338374272282,0.4082566366973453,0.25811233472767153,0.4458468512510555,0.35,0.11129974527255536,0.11752126721097449,21,1012,1,4
week5-m2-f100-seed17,M2,100,17,Portugal,4000,0.28916623100432876,0.2703314047639907,0.22269105932893218,0.27941308043303215,0.25204552699321775,0.33293278257604203,0.35,0.1599790398708121,0.15126161622372766,3,286,1,4
week5-m2-f100-seed17,M2,100,17,OOD,8000,0.29644994676026903,,,,,,0.35,,,24,1298,2,4
week5-m3-f01-seed17,M3,01,17,I,3000,0.29984963110601515,0.26992196656428424,0.31479749416269104,0.465359477124183,0.30955158142935696,0.4684042597273443,0.6,0.19761646330255417,0.2003166765767861,8,193,5,4
week5-m3-f01-seed17,M3,01,17,Finland,4000,0.2658892512701562,0.23677551786491227,0.1917024339685948,0.31333506291347774,0.19196242886252624,0.3106908398244838,0.6,0.23784286828186124,0.2523948056418004,21,1012,1,4
week5-m3-f01-seed17,M3,01,17,Portugal,4000,0.2693915156225354,0.24887585141390253,0.2438992322046288,0.35878781248290575,0.2351931126816143,0.3575614801195128,0.6,0.2591353179839128,0.2677127917611015,3,286,1,4
week5-m3-f01-seed17,M3,01,17,OOD,8000,0.2676403834463458,,,,,,0.6,,,24,1298,2,4
week5-m3-f10-seed17,M3,10,17,I,3000,0.395384453708155,0.35254029876396276,0.34977698591596557,0.5465361948181919,0.3522152732302421,0.5439335002930676,0.44999999999999996,0.10456935213382057,0.08470710691813649,8,193,5,4
week5-m3-f10-seed17,M3,10,17,Finland,4000,0.2826022574186769,0.2518227091284663,0.23132415304675635,0.39209918050010506,0.2366510459838499,0.3986742802379907,0.44999999999999996,0.13764180307583215,0.15730730265154103,21,1012,1,4
week5-m3-f10-seed17,M3,10,17,Portugal,4000,0.30004911211185553,0.275202111431316,0.23761245517858484,0.368015873015873,0.24570551752220035,0.3773900482761242,0.44999999999999996,0.1606613258879944,0.15269753109006998,3,286,1,4
week5-m3-f10-seed17,M3,10,17,OOD,8000,0.2913256847652662,,,,,,0.44999999999999996,,,24,1298,2,4
week5-m3-f100-seed17,M3,100,17,I,3000,0.5679055159725996,0.5142895932394645,0.46811396010970024,0.6690222279326737,0.47999528619773735,0.6698242410408582,0.35,0.06696767388589751,0.039456668162018184,8,193,5,4
week5-m3-f100-seed17,M3,100,17,Finland,4000,0.36844588106916,0.32838300953330807,0.29216688547512665,0.5621174870534079,0.31394401933184196,0.5747449557923373,0.35,0.08468912600627093,0.08765985684828168,21,1012,1,4
week5-m3-f100-seed17,M3,100,17,Portugal,4000,0.34672521455421723,0.32737698650093633,0.26443642236890136,0.3287217906880544,0.2882129900631725,0.36754025892011366,0.35,0.1502386198966292,0.13897287826171753,3,286,1,4
week5-m3-f100-seed17,M3,100,17,OOD,8000,0.3575855478116886,,,,,,0.35,,,24,1298,2,4
week5-m4-f01-seed17,M4,01,17,I,3000,0.31478795478815336,0.28160706957681914,0.29931118051973804,0.47676353859941106,0.289588282622436,0.4756217969815224,0.65,0.1643617811760407,0.16308436853488137,8,193,5,4
week5-m4-f01-seed17,M4,01,17,Finland,4000,0.24930169176515832,0.22206284895461892,0.21265707538086184,0.39403305159581176,0.20534407269291557,0.408295389869095,0.65,0.19609640767528386,0.21957553101657512,21,1012,1,4
week5-m4-f01-seed17,M4,01,17,Portugal,4000,0.2549841069406627,0.23894450752611124,0.2239290697010831,0.35039781403198583,0.21224677755793855,0.34309248813680726,0.65,0.25404382823210514,0.2664889586582015,3,286,1,4
week5-m4-f01-seed17,M4,01,17,OOD,8000,0.2521428993529105,,,,,,0.65,,,24,1298,2,4
week5-m4-f10-seed17,M4,10,17,I,3000,0.4096623634038834,0.365887483494254,0.3609857681463507,0.5615245605388532,0.36319245485913465,0.5586807911078641,0.44999999999999996,0.10402891941490515,0.08321326925331869,8,193,5,4
week5-m4-f10-seed17,M4,10,17,Finland,4000,0.25693934136372093,0.23065764053702065,0.18830211340901717,0.3536504240811575,0.1936175374863433,0.36199842643587726,0.44999999999999996,0.15206393029359375,0.17814831334679582,21,1012,1,4
week5-m4-f10-seed17,M4,10,17,Portugal,4000,0.29562530180239166,0.2722597047692894,0.22383857054050876,0.374338238359248,0.23138870306742404,0.3846491053281792,0.44999999999999996,0.15340719795241797,0.14315151694513856,3,286,1,4
week5-m4-f10-seed17,M4,10,17,OOD,8000,0.2762823215830563,,,,,,0.44999999999999996,,,24,1298,2,4
week5-m4-f100-seed17,M4,100,17,I,3000,0.5644571957528193,0.5072283591993564,0.4563299077754209,0.6635850025680534,0.4674089929546217,0.6669435708775886,0.39999999999999997,0.06734809506865633,0.03901227086009905,8,193,5,4
week5-m4-f100-seed17,M4,100,17,Finland,4000,0.36456778495384107,0.3254997790493669,0.28630491010218306,0.5664048644540157,0.30251818107200673,0.5748271092669432,0.39999999999999997,0.08545764600157553,0.08811204807994005,21,1012,1,4
week5-m4-f100-seed17,M4,100,17,Portugal,4000,0.34080069036884036,0.31441780584371254,0.25878948831246457,0.3284654929257086,0.27628084935985475,0.3540385488464237,0.39999999999999997,0.15052896505692004,0.1388329646370766,3,286,1,4
week5-m4-f100-seed17,M4,100,17,OOD,8000,0.3526842376613407,,,,,,0.39999999999999997,,,24,1298,2,4
week6-m0-f05-seed17,M0,05,17,I,3000,0.42884167842799925,0.3832942870251723,0.37182025774508026,0.5569946900898218,0.36516326955001055,0.5580890336590663,0.5499999999999999,0.11290316914777009,0.09986031947251925,8,193,5,4
week6-m0-f05-seed17,M0,05,17,Finland,4000,0.3097511483878397,0.2757680379085156,0.24437569575647455,0.4257421732615123,0.24042764760799107,0.4239005000641108,0.5499999999999999,0.13454482031442214,0.15902521975828735,21,1012,1,4
week6-m0-f05-seed17,M0,05,17,Portugal,4000,0.30864940132103147,0.28425888191986276,0.24048790353208394,0.38752540253243706,0.2320291114202897,0.3779444127475752,0.5499999999999999,0.15786568687491673,0.15043781230179282,3,286,1,4
week6-m0-f05-seed17,M0,05,17,OOD,8000,0.3092002748544356,,,,,,0.5499999999999999,,,24,1298,2,4
week6-m0-f25-seed17,M0,25,17,I,3000,0.5209009758993355,0.4656644825561578,0.4175358501422288,0.6097474208466738,0.4197017578591325,0.607227823722669,0.44999999999999996,0.08294203551223145,0.06282021161910757,8,193,5,4
week6-m0-f25-seed17,M0,25,17,Finland,4000,0.3700186890039585,0.32966253522305916,0.256880033898227,0.4591918383676735,0.26301476075736285,0.4644558705599321,0.44999999999999996,0.10356802318056045,0.11502682778648908,21,1012,1,4
week6-m0-f25-seed17,M0,25,17,Portugal,4000,0.3252088025045898,0.3013854703506508,0.26637125342712303,0.3584241000931287,0.27211942477527473,0.3662145975812372,0.44999999999999996,0.16055305803314535,0.14766160655927438,3,286,1,4
week6-m0-f25-seed17,M0,25,17,OOD,8000,0.3476137457542742,,,,,,0.44999999999999996,,,24,1298,2,4
week6-m0-f50-seed17,M0,50,17,I,3000,0.5444843312870097,0.48813669601469567,0.44104279192226314,0.6590247227213581,0.4475393813377081,0.659016197477736,0.44999999999999996,0.07126299353937392,0.045898680520504255,8,193,5,4
week6-m0-f50-seed17,M0,50,17,Finland,4000,0.38043083371039105,0.3385816644052728,0.3102917328179058,0.5470637959325743,0.3174197041241175,0.550374648021763,0.44999999999999996,0.092141478495025,0.09305244318563012,21,1012,1,4
week6-m0-f50-seed17,M0,50,17,Portugal,4000,0.3513211070855089,0.3187675259598974,0.28678045587946827,0.3695021848327684,0.2916620041789356,0.37720668645524136,0.44999999999999996,0.15862613820663654,0.14745106548192233,3,286,1,4
week6-m0-f50-seed17,M0,50,17,OOD,8000,0.36587597039794995,,,,,,0.44999999999999996,,,24,1298,2,4
week6-m1-f05-seed17,M1,05,17,I,3000,0.4789073935268138,0.44220255961050625,0.41779609434113646,0.5940634387251158,0.39687116502346553,0.594969256567915,0.7,0.11253006745264885,0.10296920330858104,8,193,5,4
week6-m1-f05-seed17,M1,05,17,Finland,4000,0.30575212938409035,0.27232716624492237,0.25432004320846147,0.43801360437227227,0.24610283624885898,0.4362745098039216,0.7,0.15046546759687768,0.16474528968612812,21,1012,1,4
week6-m1-f05-seed17,M1,05,17,Portugal,4000,0.3284356612980184,0.31427204564385514,0.2824056323453381,0.4096517485580784,0.2616763383504139,0.39794461889808735,0.7,0.17635360024103147,0.17354371518460646,3,286,1,4
week6-m1-f05-seed17,M1,05,17,OOD,8000,0.31709389534105437,,,,,,0.7,,,24,1298,2,4
week6-m1-f25-seed17,M1,25,17,I,3000,0.5535509589832952,0.5083040122327479,0.44843680208841985,0.6355785837651122,0.44989891346010924,0.63261231281198,0.44999999999999996,0.0804025940689504,0.060471066558442685,8,193,5,4
week6-m1-f25-seed17,M1,25,17,Finland,4000,0.37027636780577117,0.3320800320404903,0.28110182010540186,0.5106218617226729,0.28501091407719936,0.5109232829892384,0.44999999999999996,0.10039898780913342,0.10885465114569289,21,1012,1,4
